Bat Or Bowl,Ground,Opposition,Player,Start Date,team,4S,6S,Bat sum,Bb Bf,Bowl Sum,Econ,Inns,Mdns,Mins,Not Out,Overs,Runs,Runs Per Ball,Sr,Wicketball Prob,Wkts
bat,Chennai,v India,SPD Smith (AUS),08-10-2023,AUSTRALIA,5,0,46,71,0,,1,,112,0,,46,0.6478,64.78,0.014084507,
bat,Lucknow,v South Africa,M Labuschagne (AUS),12-10-2023,AUSTRALIA,3,0,46,74,0,,2,,125,0,,46,0.6216,62.16,0.013513514,
bat,Pune,v India,Mahmudullah (BAN),19-10-2023,BANGLADESH,3,3,46,36,0,,1,,60,0,,46,1.2777,127.77,0.027777778,
bat,Bengaluru,v Australia,Mohammad Rizwan (PAK),20-10-2023,PAKISTAN,5,0,46,40,0,,2,,84,0,,46,1.15,115,0.025,
bat,Dharamsala,v New Zealand,R Sharma (IND),22-10-2023,INDIA,4,4,46,40,0,,2,,44,0,,46,1.15,115,0.025,
bat,Pune,v Afghanistan,P Nissanka (SL),30-10-2023,SRI LANKA,5,0,46,60,0,,1,,82,0,,46,0.7666,76.66,0.016666667,
bat,Chennai,v Bangladesh,DP Conway (NZ),13-10-2023,NEW ZEALAND,3,0,45,59,0,,2,,91,0,,45,0.7627,76.27,0.016949153,
bat,Eden Gardens,v Pakistan,Litton Das (BAN),31-10-2023,BANGLADESH,6,0,45,64,0,,1,,100,0,,45,0.7031,70.31,0.015625,
bat,Bengaluru,v Sri Lanka,DP Conway (NZ),09-11-2023,NEW ZEALAND,9,0,45,42,0,,2,,54,0,,45,1.0714,107.14,0.023809524,
bat,Lucknow,v Netherlands,KIC Asalanka (SL),21-10-2023,SRI LANKA,2,1,44,66,0,,2,,70,0,,44,0.6666,66.66,0.015151515,
bat,Ahmedabad,v England,SPD Smith (AUS),04-11-2023,AUSTRALIA,3,0,44,52,0,,1,,85,0,,44,0.8461,84.61,0.019230769,
bat,Wankhede,v South Africa,MA Wood (ENG),21-10-2023,ENGLAND,2,5,43,17,0,,2,,25,1,,43,2.5294,252.94,0,
bat,Ahmedabad,v New Zealand,JC Buttler (ENG),05-10-2023,ENGLAND,2,2,43,42,0,,1,,48,0,,43,1.0238,102.38,0.023809524,
bat,Dharamsala,v Netherlands,DA Miller (SA),17-10-2023,SOUTH AFRICA,4,1,43,52,0,,2,,81,0,,43,0.8269,82.69,0.019230769,
bat,Bengaluru,v Sri Lanka,BA Stokes (ENG),26-10-2023,ENGLAND,6,0,43,73,0,,1,,98,0,,43,0.589,58.9,0.01369863,
bat,Chennai,v South Africa,Shadab Khan (PAK),27-10-2023,PAKISTAN,3,2,43,36,0,,1,,53,0,,43,1.1944,119.44,0.027777778,
bat,Eden Gardens,v Pakistan,Shakib Al Hasan (BAN),31-10-2023,BANGLADESH,4,0,43,64,0,,1,,82,0,,43,0.6718,67.18,0.015625,
bat,Bengaluru,v Sri Lanka,DJ Mitchell (NZ),09-11-2023,NEW ZEALAND,5,2,43,31,0,,2,,45,0,,43,1.387,138.7,0.032258065,
bat,Wankhede,v England,AK Markram (SA),21-10-2023,SOUTH AFRICA,4,0,42,44,0,,1,,63,0,,42,0.9545,95.45,0.022727273,
bat,Lucknow,v Afghanistan,MP O'Dowd (NED),03-11-2023,NETHERLAND,9,0,42,40,0,,1,,50,0,,42,1.05,105,0.025,
bat,Ahmedabad,v Australia,MM Ali (ENG),04-11-2023,ENGLAND,6,0,42,43,0,,2,,61,0,,42,0.9767,97.67,0.023255814,
bat,Bengaluru,v Sri Lanka,R Ravindra (NZ),09-11-2023,NEW ZEALAND,3,3,42,34,0,,2,,61,0,,42,1.2352,123.52,0.029411765,
bat,Chennai,v New Zealand,Mahmudullah (BAN),13-10-2023,BANGLADESH,2,2,41,49,0,,1,,58,1,,41,0.8367,83.67,0,
bat,Pune,v England,AT Nidamanuru (NED),08-11-2023,NETHERLAND,2,3,41,34,0,,2,,47,1,,41,1.2058,120.58,0,
bat,Chennai,v India,DA Warner (AUS),08-10-2023,AUSTRALIA,6,0,41,52,0,,1,,76,0,,41,0.7884,78.84,0.019230769,
bat,Dharamsala,v New Zealand,GJ Maxwell (AUS),28-10-2023,AUSTRALIA,5,2,41,24,0,,1,,37,0,,41,1.7083,170.83,0.041666667,
bat,Eden Gardens,v Bangladesh,W Barresi (NED),28-10-2023,NETHERLAND,8,0,41,41,0,,1,,49,0,,41,1,100,0.024390244,
bat,Bengaluru,v Pakistan,GD Phillips (NZ),04-11-2023,NEW ZEALAND,4,2,41,25,0,,1,,40,0,,41,1.64,164,0.04,
bat,Delhi,v Bangladesh,P Nissanka (SL),06-11-2023,SRI LANKA,8,0,41,36,0,,1,,61,0,,41,1.1388,113.88,0.027777778,
bat,Delhi,v Bangladesh,S Samarawickrama (SL),06-11-2023,SRI LANKA,4,0,41,42,0,,1,,53,0,,41,0.9761,97.61,0.023809524,
bat,Ahmedabad,v Afghanistan,Q de Kock (SA),10-11-2023,SOUTH AFRICA,2,3,41,47,0,,2,,58,0,,41,0.8723,87.23,0.021276596,
bat,Chennai,v New Zealand,Shakib Al Hasan (BAN),13-10-2023,BANGLADESH,3,2,40,51,0,,1,,75,0,,40,0.7843,78.43,0.019607843,
bat,Lucknow,v Sri Lanka,M Labuschagne (AUS),16-10-2023,AUSTRALIA,2,0,40,60,0,,2,,100,0,,40,0.6666,66.66,0.016666667,
bat,Dharamsala,v Netherlands,KA Maharaj (SA),17-10-2023,SOUTH AFRICA,5,1,40,37,0,,2,,54,0,,40,1.081,108.1,0.027027027,
bat,Chennai,v Afghanistan,Shadab Khan (PAK),23-10-2023,PAKISTAN,1,1,40,38,0,,1,,75,0,,40,1.0526,105.26,0.026315789,
bat,Chennai,v Afghanistan,Iftikhar Ahmed (PAK),23-10-2023,PAKISTAN,2,4,40,27,0,,1,,40,0,,40,1.4814,148.14,0.037037037,
bat,Eden Gardens,v South Africa,R Sharma (IND),05-11-2023,INDIA,6,2,40,24,0,,1,,32,0,,40,1.6666,166.66,0.041666667,
bat,Delhi,v Sri Lanka,DA Miller (SA),07-10-2023,SOUTH AFRICA,3,2,39,21,0,,1,,36,1,,39,1.8571,185.71,0,
bat,Dharamsala,v New Zealand,RA Jadeja (IND),22-10-2023,INDIA,3,1,39,44,0,,2,,63,1,,39,0.8863,88.63,0,
bat,Ahmedabad,v Afghanistan,AL Phehlukwayo (SA),10-11-2023,SOUTH AFRICA,1,3,39,37,0,,2,,46,1,,39,1.054,105.4,0,
bat,Hyderabad,v Netherlands,Mohammad Nawaz (3) (PAK),06-10-2023,PAKISTAN,4,0,39,43,0,,1,,66,0,,39,0.9069,90.69,0.023255814,
bat,Dharamsala,v England,Towhid Hridoy (BAN),10-10-2023,BANGLADESH,2,0,39,61,0,,2,,70,0,,39,0.6393,63.93,0.016393443,
bat,Lucknow,v England,KL Rahul (IND),29-10-2023,INDIA,3,0,39,58,0,,1,,77,0,,39,0.6724,67.24,0.017241379,
bat,Pune,v Afghanistan,BKG Mendis (SL),30-10-2023,SRI LANKA,3,0,39,50,0,,1,,91,0,,39,0.78,78,0.02,
bat,Pune,v Sri Lanka,Ibrahim Zadran (AFG),30-10-2023,AFGHANISTAN,4,1,39,57,0,,2,,73,0,,39,0.6842,68.42,0.01754386,
bat,Bengaluru,v Pakistan,MS Chapman (NZ),04-11-2023,NEW ZEALAND,7,0,39,27,0,,1,,42,0,,39,1.4444,144.44,0.037037037,
bat,Bengaluru,v New Zealand,M Theekshana (SL),09-11-2023,SRI LANKA,3,0,38,91,0,,1,,109,1,,38,0.4175,41.75,0,
bat,Pune,v India,Mushfiqur Rahim (BAN),19-10-2023,BANGLADESH,1,1,38,46,0,,1,,60,0,,38,0.826,82.6,0.02173913,
bat,Dharamsala,v New Zealand,JP Inglis (AUS),28-10-2023,AUSTRALIA,4,1,38,28,0,,1,,48,0,,38,1.3571,135.71,0.035714286,
bat,Pune,v England,SA Edwards (NED),08-11-2023,NETHERLAND,3,1,38,42,0,,2,,67,0,,38,0.9047,90.47,0.023809524,
bat,Dharamsala,v New Zealand,PJ Cummins (AUS),28-10-2023,AUSTRALIA,2,4,37,14,0,,1,,23,0,,37,2.6428,264.28,0.071428571,
bat,Pune,v England,W Barresi (NED),08-11-2023,NETHERLAND,3,1,37,62,0,,2,,77,0,,37,0.5967,59.67,0.016129032,
bat,Hyderabad,v Netherlands,MJ Santner (NZ),09-10-2023,NEW ZEALAND,3,2,36,17,0,,1,,25,1,,36,2.1176,211.76,0,
bat,Ahmedabad,v India,Imam-ul-Haq (PAK),14-10-2023,PAKISTAN,6,0,36,38,0,,1,,64,0,,36,0.9473,94.73,0.026315789,
bat,Chennai,v New Zealand,Rahmat Shah (AFG),18-10-2023,AFGHANISTAN,1,0,36,62,0,,2,,86,0,,36,0.5806,58.06,0.016129032,
bat,Dharamsala,v New Zealand,MR Marsh (AUS),28-10-2023,AUSTRALIA,2,0,36,51,0,,1,,65,0,,36,0.7058,70.58,0.019607843,
bat,Pune,v Afghanistan,S Samarawickrama (SL),30-10-2023,SRI LANKA,3,0,36,40,0,,1,,42,0,,36,0.9,90,0.025,
bat,Wankhede,v Australia,Rashid Khan (AFG),07-11-2023,AFGHANISTAN,2,3,35,18,0,,1,,25,1,,35,1.9444,194.44,0,
bat,Lucknow,v Australia,T Bavuma (SA),12-10-2023,SOUTH AFRICA,2,0,35,55,0,,1,,84,0,,35,0.6363,63.63,0.018181818,
bat,Wankhede,v South Africa,AAP Atkinson (ENG),21-10-2023,ENGLAND,7,0,35,21,0,,2,,31,0,,35,1.6666,166.66,0.047619048,
bat,Eden Gardens,v Bangladesh,SA Engelbrecht (NED),28-10-2023,NETHERLAND,3,0,35,61,0,,1,,72,0,,35,0.5737,57.37,0.016393443,
bat,Eden Gardens,v Netherlands,Mehidy Hasan Miraz (BAN),28-10-2023,BANGLADESH,5,1,35,40,0,,2,,51,0,,35,0.875,87.5,0.025,
bat,Wankhede,v Sri Lanka,RA Jadeja (IND),02-11-2023,INDIA,1,1,35,24,0,,1,,41,0,,35,1.4583,145.83,0.041666667,
bat,Bengaluru,v Pakistan,DP Conway (NZ),04-11-2023,NEW ZEALAND,6,0,35,39,0,,1,,48,0,,35,0.8974,89.74,0.025641026,
bat,Ahmedabad,v England,MP Stoinis (AUS),04-11-2023,AUSTRALIA,3,2,35,32,0,,1,,53,0,,35,1.0937,109.37,0.03125,
bat,Pune,v Bangladesh,KL Rahul (IND),19-10-2023,INDIA,3,1,34,34,0,,2,,44,1,,34,1,100,0,
bat,Wankhede,v Bangladesh,DA Miller (SA),24-10-2023,SOUTH AFRICA,1,4,34,15,0,,1,,26,1,,34,2.2666,226.66,0,
bat,Delhi,v Bangladesh,DM de Silva (SL),06-11-2023,SRI LANKA,4,1,34,36,0,,1,,58,0,,34,0.9444,94.44,0.027777778,
bat,Ahmedabad,v New Zealand,JM Bairstow (ENG),05-10-2023,ENGLAND,4,1,33,35,0,,1,,57,0,,33,0.9428,94.28,0.028571429,
bat,Delhi,v South Africa,CAK Rajitha (SL),07-10-2023,SRI LANKA,4,1,33,31,0,,2,,52,0,,33,1.0645,106.45,0.032258065,
bat,Dharamsala,v New Zealand,SS Iyer (IND),22-10-2023,INDIA,6,0,33,29,0,,2,,32,0,,33,1.1379,113.79,0.034482759,
bat,Pune,v South Africa,WA Young (NZ),01-11-2023,NEW ZEALAND,5,0,33,37,0,,2,,50,0,,33,0.8918,89.18,0.027027027,
bat,Pune,v England,SA Engelbrecht (NED),08-11-2023,NETHERLAND,3,1,33,49,0,,2,,73,0,,33,0.6734,67.34,0.020408163,
bat,Hyderabad,v Netherlands,Shadab Khan (PAK),06-10-2023,PAKISTAN,2,1,32,34,0,,1,,42,0,,32,0.9411,94.11,0.029411765,
bat,Delhi,v Sri Lanka,H Klaasen (SA),07-10-2023,SOUTH AFRICA,1,3,32,20,0,,1,,30,0,,32,1.6,160,0.05,
bat,Hyderabad,v Netherlands,DP Conway (NZ),09-10-2023,NEW ZEALAND,5,1,32,40,0,,1,,51,0,,32,0.8,80,0.025,
bat,Delhi,v Afghanistan,DJ Malan (ENG),15-10-2023,ENGLAND,4,0,32,39,0,,2,,61,0,,32,0.8205,82.05,0.025641026,
bat,Chennai,v Afghanistan,R Ravindra (NZ),18-10-2023,NEW ZEALAND,2,1,32,41,0,,1,,64,0,,32,0.7804,78.04,0.024390244,
bat,Dharamsala,v Australia,WA Young (NZ),28-10-2023,NEW ZEALAND,4,1,32,37,0,,2,,44,0,,32,0.8648,86.48,0.027027027,
bat,Ahmedabad,v Australia,CR Woakes (ENG),04-11-2023,ENGLAND,4,1,32,33,0,,2,,52,0,,32,0.9696,96.96,0.03030303,
bat,Lucknow,v Sri Lanka,GJ Maxwell (AUS),16-10-2023,AUSTRALIA,4,2,31,21,0,,2,,30,1,,31,1.4761,147.61,0,
bat,Lucknow,v Netherlands,Azmatullah Omarzai (AFG),03-11-2023,AFGHANISTAN,3,0,31,28,0,,2,,38,0,,31,1.1071,110.71,0,
bat,Hyderabad,v Sri Lanka,Saud Shakeel (PAK),10-10-2023,PAKISTAN,2,0,31,30,0,,2,,57,0,,31,1.0333,103.33,0.033333333,
bat,Chennai,v South Africa,Mohammad Rizwan (PAK),27-10-2023,PAKISTAN,4,1,31,27,0,,1,,35,0,,31,1.1481,114.81,0.037037037,
bat,Hyderabad,v New Zealand,SA Edwards (NED),09-10-2023,NETHERLAND,2,1,30,27,0,,2,,37,0,,30,1.1111,111.11,0.037037037,
bat,Chennai,v New Zealand,Mehidy Hasan Miraz (BAN),13-10-2023,BANGLADESH,4,0,30,46,0,,1,,52,0,,30,0.6521,65.21,0.02173913,
bat,Bengaluru,v Australia,Saud Shakeel (PAK),20-10-2023,PAKISTAN,5,0,30,31,0,,2,,37,0,,30,0.9677,96.77,0.032258065,
bat,Lucknow,v Netherlands,DM de Silva (SL),21-10-2023,SRI LANKA,1,2,30,37,0,,2,,57,0,,30,0.8108,81.08,0.027027027,
bat,Bengaluru,v Sri Lanka,JM Bairstow (ENG),26-10-2023,ENGLAND,3,0,30,31,0,,1,,64,0,,30,0.9677,96.77,0.032258065,
bat,Wankhede,v Australia,Rahmat Shah (AFG),07-11-2023,AFGHANISTAN,1,0,30,44,0,,1,,61,0,,30,0.6818,68.18,0.022727273,
bat,Eden Gardens,v South Africa,RA Jadeja (IND),05-11-2023,INDIA,3,1,29,15,0,,1,,21,1,,29,1.9333,193.33,0,
bat,Hyderabad,v New Zealand,SA Engelbrecht (NED),09-10-2023,NETHERLAND,3,0,29,34,0,,2,,55,0,,29,0.8529,85.29,0.029411765,
bat,Lucknow,v Australia,H Klaasen (SA),12-10-2023,SOUTH AFRICA,3,0,29,27,0,,1,,40,0,,29,1.074,107.4,0.037037037,
bat,Dharamsala,v South Africa,RE van der Merwe (NED),17-10-2023,NETHERLAND,3,1,29,19,0,,1,,30,0,,29,1.5263,152.63,0.052631579,
bat,Lucknow,v Sri Lanka,CN Ackermann (NED),21-10-2023,NETHERLAND,5,0,29,31,0,,1,,42,0,,29,0.9354,93.54,0.032258065,
bat,Chennai,v Pakistan,DA Miller (SA),27-10-2023,SOUTH AFRICA,2,2,29,33,0,,2,,55,0,,29,0.8787,87.87,0.03030303,
bat,Pune,v Afghanistan,M Theekshana (SL),30-10-2023,SRI LANKA,3,1,29,31,0,,1,,31,0,,29,0.9354,93.54,0.032258065,
bat,Lucknow,v Afghanistan,CN Ackermann (NED),03-11-2023,NETHERLAND,4,0,29,35,0,,1,,71,0,,29,0.8285,82.85,0.028571429,
bat,Bengaluru,v Pakistan,DJ Mitchell (NZ),04-11-2023,NEW ZEALAND,4,1,29,18,0,,1,,32,0,,29,1.6111,161.11,0.055555556,
bat,Ahmedabad,v England,A Zampa (AUS),04-11-2023,AUSTRALIA,4,0,29,19,0,,1,,23,0,,29,1.5263,152.63,0.052631579,
bat,Hyderabad,v Pakistan,LV van Beek (NED),06-10-2023,NETHERLAND,3,1,28,28,0,,2,,36,1,,28,1,100,0,
bat,Chennai,v India,MA Starc (AUS),08-10-2023,AUSTRALIA,2,1,28,35,0,,1,,58,0,,28,0.8,80,0.028571429,
bat,Delhi,v England,Ibrahim Zadran (AFG),15-10-2023,AFGHANISTAN,3,0,28,48,0,,1,,73,0,,28,0.5833,58.33,0.020833333,
bat,Delhi,v England,Mujeeb Ur Rahman (AFG),15-10-2023,AFGHANISTAN,3,1,28,16,0,,1,,22,0,,28,1.75,175,0.0625,
bat,Dharamsala,v Netherlands,H Klaasen (SA),17-10-2023,SOUTH AFRICA,4,0,28,28,0,,2,,36,0,,28,1,100,0.035714286,
bat,Bengaluru,v Sri Lanka,DJ Malan (ENG),26-10-2023,ENGLAND,6,0,28,25,0,,1,,32,0,,28,1.12,112,0.04,
bat,Chennai,v Pakistan,T Bavuma (SA),27-10-2023,SOUTH AFRICA,4,1,28,27,0,,2,,49,0,,28,1.037,103.7,0.037037037,
bat,Dharamsala,v Australia,DP Conway (NZ),28-10-2023,NEW ZEALAND,6,0,28,17,0,,2,,35,0,,28,1.647,164.7,0.058823529,
bat,Pune,v Netherlands,JE Root (ENG),08-11-2023,ENGLAND,1,0,28,35,0,,1,,53,0,,28,0.8,80,0.028571429,
bat,Chennai,v India,M Labuschagne (AUS),08-10-2023,AUSTRALIA,1,0,27,41,0,,1,,58,0,,27,0.6585,65.85,0.024390244,
bat,Lucknow,v South Africa,MA Starc (AUS),12-10-2023,AUSTRALIA,3,0,27,51,0,,2,,69,0,,27,0.5294,52.94,0.019607843,
bat,Chennai,v New Zealand,Azmatullah Omarzai (AFG),18-10-2023,AFGHANISTAN,2,0,27,32,0,,2,,39,0,,27,0.8437,84.37,0.03125,
bat,Dharamsala,v New Zealand,KL Rahul (IND),22-10-2023,INDIA,3,0,27,35,0,,2,,43,0,,27,0.7714,77.14,0.028571429,
bat,Lucknow,v India,LS Livingstone (ENG),29-10-2023,ENGLAND,2,0,27,46,0,,2,,56,0,,27,0.5869,58.69,0.02173913,
bat,Eden Gardens,v Bangladesh,Mohammad Rizwan (PAK),31-10-2023,PAKISTAN,4,0,26,21,0,,2,,27,1,,26,1.238,123.8,0,
bat,Bengaluru,v Pakistan,MJ Santner (NZ),04-11-2023,NEW ZEALAND,0,2,26,17,0,,1,,27,1,,26,1.5294,152.94,0,
bat,Lucknow,v Australia,HE van der Dussen (SA),12-10-2023,SOUTH AFRICA,2,0,26,30,0,,1,,33,0,,26,0.8666,86.66,0.033333333,
bat,Lucknow,v Australia,M Jansen (SA),12-10-2023,SOUTH AFRICA,3,1,26,22,0,,1,,25,0,,26,1.1818,118.18,0.045454545,
bat,Bengaluru,v Australia,Iftikhar Ahmed (PAK),20-10-2023,PAKISTAN,0,3,26,20,0,,2,,22,0,,26,1.3,130,0.05,
bat,Dharamsala,v New Zealand,Shubman Gill (IND),22-10-2023,INDIA,5,0,26,31,0,,2,,53,0,,26,0.8387,83.87,0.032258065,
bat,Wankhede,v Australia,Hashmatullah Shahidi (AFG),07-11-2023,AFGHANISTAN,2,0,26,43,0,,1,,50,0,,26,0.6046,60.46,0.023255814,
bat,Ahmedabad,v South Africa,Rahmat Shah (AFG),10-11-2023,AFGHANISTAN,2,0,26,46,0,,1,,58,0,,26,0.5652,56.52,0.02173913,
bat,Ahmedabad,v South Africa,Noor Ahmad (AFG),10-11-2023,AFGHANISTAN,4,0,26,32,0,,1,,36,0,,26,0.8125,81.25,0.03125,
bat,Delhi,v Afghanistan,SS Iyer (IND),11-10-2023,INDIA,1,1,25,23,0,,2,,31,1,,25,1.0869,108.69,0,
bat,Chennai,v Afghanistan,MS Chapman (NZ),18-10-2023,NEW ZEALAND,2,1,25,12,0,,1,,15,1,,25,2.0833,208.33,0,
bat,Ahmedabad,v New Zealand,HC Brook (ENG),05-10-2023,ENGLAND,4,1,25,16,0,,1,,20,0,,25,1.5625,156.25,0.0625,
bat,Hyderabad,v Pakistan,DM de Silva (SL),10-10-2023,SRI LANKA,3,0,25,34,0,,1,,47,0,,25,0.7352,73.52,0.029411765,
bat,Lucknow,v Australia,KIC Asalanka (SL),16-10-2023,SRI LANKA,0,1,25,39,0,,1,,75,0,,25,0.641,64.1,0.025641026,
bat,Chennai,v Afghanistan,Saud Shakeel (PAK),23-10-2023,PAKISTAN,3,0,25,34,0,,1,,35,0,,25,0.7352,73.52,0.029411765,
bat,Delhi,v Australia,Vikramjit Singh (NED),25-10-2023,NETHERLAND,6,0,25,25,0,,2,,28,0,,25,1,100,0.04,
bat,Eden Gardens,v Pakistan,Mehidy Hasan Miraz (BAN),31-10-2023,BANGLADESH,1,1,25,30,0,,1,,50,0,,25,0.8333,83.33,0.033333333,
bat,Ahmedabad,v South Africa,Rahmanullah Gurbaz (AFG),10-11-2023,AFGHANISTAN,3,1,25,22,0,,1,,45,0,,25,1.1363,113.63,0.045454545,
bat,Ahmedabad,v Afghanistan,AK Markram (SA),10-11-2023,SOUTH AFRICA,1,1,25,32,0,,2,,32,0,,25,0.7812,78.12,0.03125,
bat,Chennai,v South Africa,Mohammad Nawaz (3) (PAK),27-10-2023,PAKISTAN,1,2,24,24,0,,1,,32,0,,24,1,100,0.041666667,
bat,Chennai,v Pakistan,Q de Kock (SA),27-10-2023,SOUTH AFRICA,5,0,24,14,0,,2,,19,0,,24,1.7142,171.42,0.071428571,
bat,Pune,v New Zealand,T Bavuma (SA),01-11-2023,SOUTH AFRICA,4,1,24,28,0,,1,,37,0,,24,0.8571,85.71,0.035714286,
bat,Pune,v South Africa,DJ Mitchell (NZ),01-11-2023,NEW ZEALAND,4,0,24,30,0,,2,,40,0,,24,0.8,80,0.033333333,
bat,Wankhede,v Afghanistan,MR Marsh (AUS),07-11-2023,AUSTRALIA,2,2,24,11,0,,2,,22,0,,24,2.1818,218.18,0.090909091,
bat,Ahmedabad,v Afghanistan,DA Miller (SA),10-11-2023,SOUTH AFRICA,1,1,24,33,0,,2,,35,0,,24,0.7272,72.72,0.03030303,
bat,Dharamsala,v South Africa,A Dutt (NED),17-10-2023,NETHERLAND,0,3,23,9,0,,1,,14,1,,23,2.5555,255.55,0,
bat,Eden Gardens,v Bangladesh,LV van Beek (NED),28-10-2023,NETHERLAND,2,1,23,16,0,,1,,33,1,,23,1.4375,143.75,0,
bat,Delhi,v South Africa,S Samarawickrama (SL),07-10-2023,SRI LANKA,3,1,23,19,0,,2,,22,0,,23,1.2105,121.05,0.052631579,
bat,Delhi,v England,Rashid Khan (AFG),15-10-2023,AFGHANISTAN,3,0,23,22,0,,1,,37,0,,23,1.0454,104.54,0.045454545,
bat,Dharamsala,v India,GD Phillips (NZ),22-10-2023,NEW ZEALAND,0,1,23,26,0,,1,,36,0,,23,0.8846,88.46,0.038461538,
bat,Pune,v Afghanistan,AD Mathews (SL),30-10-2023,SRI LANKA,1,1,23,26,0,,1,,61,0,,23,0.8846,88.46,0.038461538,
bat,Eden Gardens,v South Africa,Shubman Gill (IND),05-11-2023,INDIA,4,1,23,24,0,,1,,54,0,,23,0.9583,95.83,0.041666667,
bat,Delhi,v Sri Lanka,Litton Das (BAN),06-11-2023,BANGLADESH,2,2,23,22,0,,2,,36,0,,23,1.0454,104.54,0.045454545,
bat,Ahmedabad,v Afghanistan,T Bavuma (SA),10-11-2023,SOUTH AFRICA,3,0,23,28,0,,2,,49,0,,23,0.8214,82.14,0.035714286,
bat,Hyderabad,v Sri Lanka,Iftikhar Ahmed (PAK),10-10-2023,PAKISTAN,4,0,22,10,0,,2,,18,1,,22,2.2,220,0,
bat,Dharamsala,v Bangladesh,Ibrahim Zadran (AFG),07-10-2023,AFGHANISTAN,3,1,22,25,0,,1,,41,0,,22,0.88,88,0.04,
bat,Dharamsala,v Bangladesh,Azmatullah Omarzai (AFG),07-10-2023,AFGHANISTAN,4,0,22,20,0,,1,,32,0,,22,1.1,110,0.05,
bat,Delhi,v India,Ibrahim Zadran (AFG),11-10-2023,AFGHANISTAN,4,0,22,28,0,,1,,31,0,,22,0.7857,78.57,0.035714286,
bat,Lucknow,v South Africa,PJ Cummins (AUS),12-10-2023,AUSTRALIA,4,0,22,21,0,,2,,29,0,,22,1.0476,104.76,0.047619048,
bat,Dharamsala,v Netherlands,G Coetzee (SA),17-10-2023,SOUTH AFRICA,2,1,22,23,0,,2,,33,0,,22,0.9565,95.65,0.043478261,
bat,Wankhede,v South Africa,Litton Das (BAN),24-10-2023,BANGLADESH,3,1,22,44,0,,2,,78,0,,22,0.5,50,0.022727273,
bat,Pune,v Afghanistan,KIC Asalanka (SL),30-10-2023,SRI LANKA,2,0,22,28,0,,1,,48,0,,22,0.7857,78.57,0.035714286,
bat,Eden Gardens,v South Africa,SA Yadav (IND),05-11-2023,INDIA,5,0,22,14,0,,1,,19,0,,22,1.5714,157.14,0.071428571,
bat,Delhi,v Sri Lanka,Mahmudullah (BAN),06-11-2023,BANGLADESH,3,1,22,23,0,,2,,37,0,,22,0.9565,95.65,0.043478261,
bat,Wankhede,v Australia,Azmatullah Omarzai (AFG),07-11-2023,AFGHANISTAN,1,2,22,18,0,,1,,23,0,,22,1.2222,122.22,0.055555556,
bat,Hyderabad,v New Zealand,AT Nidamanuru (NED),09-10-2023,NETHERLAND,2,1,21,26,0,,2,,28,0,,21,0.8076,80.76,0.038461538,
bat,Delhi,v India,Rahmanullah Gurbaz (AFG),11-10-2023,AFGHANISTAN,3,1,21,28,0,,1,,65,0,,21,0.75,75,0.035714286,
bat,Bengaluru,v Pakistan,MP Stoinis (AUS),20-10-2023,AUSTRALIA,1,1,21,24,0,,1,,46,0,,21,0.875,87.5,0.041666667,
bat,Chennai,v South Africa,Iftikhar Ahmed (PAK),27-10-2023,PAKISTAN,1,1,21,31,0,,1,,38,0,,21,0.6774,67.74,0.032258065,
bat,Chennai,v Pakistan,HE van der Dussen (SA),27-10-2023,SOUTH AFRICA,0,0,21,39,0,,2,,71,0,,21,0.5384,53.84,0.025641026,
bat,Dharamsala,v Australia,TWM Latham (NZ),28-10-2023,NEW ZEALAND,2,0,21,22,0,,2,,29,0,,21,0.9545,95.45,0.045454545,
bat,Wankhede,v Sri Lanka,KL Rahul (IND),02-11-2023,INDIA,2,0,21,19,0,,1,,34,0,,21,1.1052,110.52,0.052631579,
bat,Delhi,v Bangladesh,M Theekshana (SL),06-11-2023,SRI LANKA,3,0,21,31,0,,1,,35,0,,21,0.6774,67.74,0.032258065,
bat,Wankhede,v Australia,Rahmanullah Gurbaz (AFG),07-11-2023,AFGHANISTAN,2,0,21,25,0,,1,,38,0,,21,0.84,84,0.04,
bat,Lucknow,v Sri Lanka,MP Stoinis (AUS),16-10-2023,AUSTRALIA,2,1,20,10,0,,2,,10,1,,20,2,200,0,
bat,Ahmedabad,v New Zealand,LS Livingstone (ENG),05-10-2023,ENGLAND,3,0,20,22,0,,1,,23,0,,20,0.909,90.9,0.045454545,
bat,Dharamsala,v Bangladesh,JC Buttler (ENG),10-10-2023,ENGLAND,1,1,20,10,0,,1,,11,0,,20,2,200,0.1,
bat,Dharamsala,v Bangladesh,HC Brook (ENG),10-10-2023,ENGLAND,3,0,20,15,0,,1,,23,0,,20,1.3333,133.33,0.066666667,
bat,Ahmedabad,v India,Abdullah Shafique (PAK),14-10-2023,PAKISTAN,3,0,20,24,0,,1,,39,0,,20,0.8333,83.33,0.041666667,
bat,Delhi,v Afghanistan,AU Rashid (ENG),15-10-2023,ENGLAND,2,0,20,13,0,,2,,24,0,,20,1.5384,153.84,0.076923077,
bat,Dharamsala,v South Africa,AT Nidamanuru (NED),17-10-2023,NETHERLAND,3,0,20,25,0,,1,,56,0,,20,0.8,80,0.04,
bat,Dharamsala,v Netherlands,Q de Kock (SA),17-10-2023,SOUTH AFRICA,3,0,20,22,0,,2,,28,0,,20,0.909,90.9,0.045454545,
