Bat Or Bowl,Ground,Opposition,Player,Start Date,team,4S,6S,Bat sum,Bb Bf,Bowl Sum,Econ,Inns,Mdns,Mins,Not Out,Overs,Runs,Runs Per Ball,Sr,Wicketball Prob,Wkts
bowl,Wankhede,v Afghanistan,GJ Maxwell (AUS),07-11-2023,AUSTRALIA,,,0,60,55,5.5,1,0,,,10,55,0.916666667,,0.016666667,1
bowl,Dharamsala,v Netherlands,G Coetzee (SA),17-10-2023,SOUTH AFRICA,,,0,48,57,7.12,1,0,,,8,57,1.1875,,0.020833333,1
bowl,Chennai,v New Zealand,Mujeeb Ur Rahman (AFG),18-10-2023,AFGHANISTAN,,,0,60,57,5.7,1,0,,,10,57,0.95,,0.016666667,1
bowl,Pune,v England,PA van Meekeren (NED),08-11-2023,NETHERLAND,,,0,60,57,5.7,1,0,,,10,57,0.95,,0.016666667,1
bowl,Chennai,v Afghanistan,Shaheen Shah Afridi (PAK),23-10-2023,PAKISTAN,,,0,60,58,5.8,2,0,,,10,58,0.966666667,,0.016666667,1
bowl,Wankhede,v Afghanistan,A Zampa (AUS),07-11-2023,AUSTRALIA,,,0,60,58,5.8,1,0,,,10,58,0.966666667,,0.016666667,1
bowl,Hyderabad,v Pakistan,M Theekshana (SL),10-10-2023,SRI LANKA,,,0,60,59,5.9,2,0,,,10,59,0.983333333,,0.016666667,1
bowl,Pune,v Bangladesh,SN Thakur (IND),19-10-2023,INDIA,,,0,54,59,6.55,1,0,,,9,59,1.092592593,,0.018518519,1
bowl,Delhi,v Australia,A Dutt (NED),25-10-2023,NETHERLAND,,,0,42,59,8.42,1,0,,,7,59,1.404761905,,0.023809524,1
bowl,Lucknow,v South Africa,JR Hazlewood (AUS),12-10-2023,AUSTRALIA,,,0,54,60,6.66,1,0,,,9,60,1.111111111,,0.018518519,1
bowl,Dharamsala,v India,TA Boult (NZ),22-10-2023,NEW ZEALAND,,,0,60,60,6,2,0,,,10,60,1,,0.016666667,1
bowl,Hyderabad,v Sri Lanka,Mohammad Nawaz (3) (PAK),10-10-2023,PAKISTAN,,,0,54,62,6.88,1,0,,,9,62,1.148148148,,0.018518519,1
bowl,Dharamsala,v New Zealand,GJ Maxwell (AUS),28-10-2023,AUSTRALIA,,,0,60,62,6.2,2,0,,,10,62,1.033333333,,0.016666667,1
bowl,Eden Gardens,v India,L Ngidi (SA),05-11-2023,SOUTH AFRICA,,,0,50,63,7.56,1,0,,,8.2,63,1.26,,0.02,1
bowl,Hyderabad,v New Zealand,BFW de Leede (NED),09-10-2023,NETHERLAND,,,0,60,64,6.4,1,0,,,10,64,1.066666667,,0.016666667,1
bowl,Pune,v India,Hasan Mahmud (BAN),19-10-2023,BANGLADESH,,,0,48,65,8.12,2,0,,,8,65,1.354166667,,0.020833333,1
bowl,Bengaluru,v Pakistan,MA Starc (AUS),20-10-2023,AUSTRALIA,,,0,48,65,8.12,2,0,,,8,65,1.354166667,,0.020833333,1
bowl,Hyderabad,v Sri Lanka,Shaheen Shah Afridi (PAK),10-10-2023,PAKISTAN,,,0,54,66,7.33,1,0,,,9,66,1.222222222,,0.018518519,1
bowl,Eden Gardens,v Bangladesh,Usama Mir (PAK),31-10-2023,PAKISTAN,,,0,60,66,6.6,1,0,,,10,66,1.1,,0.016666667,1
bowl,Dharamsala,v Australia,MJ Henry (NZ),28-10-2023,NEW ZEALAND,,,0,38,67,10.57,1,0,,,6.2,67,1.763157895,,0.026315789,1
bowl,Wankhede,v South Africa,Shakib Al Hasan (BAN),24-10-2023,BANGLADESH,,,0,54,69,7.66,1,0,,,9,69,1.277777778,,0.018518519,1
bowl,Pune,v South Africa,JDS Neesham (NZ),01-11-2023,NEW ZEALAND,,,0,33,69,12.54,1,0,,,5.3,69,2.090909091,,0.03030303,1
bowl,Lucknow,v South Africa,A Zampa (AUS),12-10-2023,AUSTRALIA,,,0,60,70,7,1,0,,,10,70,1.166666667,,0.016666667,1
bowl,Wankhede,v Afghanistan,MA Starc (AUS),07-11-2023,AUSTRALIA,,,0,54,70,7.77,1,0,,,9,70,1.296296296,,0.018518519,1
bowl,Lucknow,v South Africa,PJ Cummins (AUS),12-10-2023,AUSTRALIA,,,0,54,71,7.88,1,0,,,9,71,1.314814815,,0.018518519,1
bowl,Wankhede,v India,PVD Chameera (SL),02-11-2023,SRI LANKA,,,0,60,71,7.1,1,2,,,10,71,1.183333333,,0.016666667,1
bowl,Eden Gardens,v India,T Shamsi (SA),05-11-2023,SOUTH AFRICA,,,0,60,72,7.2,1,0,,,10,72,1.2,,0.016666667,1
bowl,Ahmedabad,v England,R Ravindra (NZ),05-10-2023,NEW ZEALAND,,,0,60,76,7.6,1,0,,,10,76,1.266666667,,0.016666667,1
bowl,Wankhede,v South Africa,Shoriful Islam (BAN),24-10-2023,BANGLADESH,,,0,54,76,8.44,1,0,,,9,76,1.407407407,,0.018518519,1
bowl,Delhi,v South Africa,DN Wellalage (SL),07-10-2023,SRI LANKA,,,0,60,81,8.1,1,0,,,10,81,1.35,,0.016666667,1
bowl,Bengaluru,v Australia,Usama Mir (PAK),20-10-2023,PAKISTAN,,,0,54,82,9.11,1,0,,,9,82,1.518518519,,0.018518519,1
bowl,Bengaluru,v New Zealand,Hasan Ali (PAK),04-11-2023,PAKISTAN,,,0,60,82,8.2,1,0,,,10,82,1.366666667,,0.016666667,1
bowl,Bengaluru,v New Zealand,Haris Rauf (PAK),04-11-2023,PAKISTAN,,,0,60,85,8.5,1,0,,,10,85,1.416666667,,0.016666667,1
bowl,Delhi,v South Africa,CAK Rajitha (SL),07-10-2023,SRI LANKA,,,0,60,90,9,1,1,,,10,90,1.5,,0.016666667,1
bowl,Hyderabad,v Pakistan,M Pathirana (SL),10-10-2023,SRI LANKA,,,0,54,90,10,2,0,,,9,90,1.666666667,,0.018518519,1
bowl,Eden Gardens,v India,M Jansen (SA),05-11-2023,SOUTH AFRICA,,,0,58,94,9.72,1,0,,,9.4,94,1.620689655,,0.017241379,1
bowl,Delhi,v South Africa,M Pathirana (SL),07-10-2023,SRI LANKA,,,0,60,95,9.5,1,0,,,10,95,1.583333333,,0.016666667,1
bowl,Bengaluru,v Pakistan,DJ Mitchell (NZ),04-11-2023,NEW ZEALAND,,,0,3,1,2,2,0,,,0.3,1,0.333333333,,0,0
bowl,Pune,v Bangladesh,V Kohli (IND),19-10-2023,INDIA,,,0,3,2,4,1,0,,,0.3,2,0.666666667,,0,0
bowl,Wankhede,v Afghanistan,MP Stoinis (AUS),07-11-2023,AUSTRALIA,,,0,6,2,2,1,0,,,1,2,0.333333333,,0,0
bowl,Wankhede,v Sri Lanka,Kuldeep Yadav (IND),02-11-2023,INDIA,,,0,12,3,1.5,2,0,,,2,3,0.25,,0,0
bowl,Bengaluru,v Sri Lanka,GD Phillips (NZ),09-11-2023,NEW ZEALAND,,,0,6,3,3,1,0,,,1,3,0.5,,0,0
bowl,Eden Gardens,v Pakistan,Najmul Hossain Shanto (BAN),31-10-2023,BANGLADESH,,,0,6,5,5,2,0,,,1,5,0.833333333,,0,0
bowl,Lucknow,v South Africa,MR Marsh (AUS),12-10-2023,AUSTRALIA,,,0,6,6,6,1,0,,,1,6,1,,0,0
bowl,Pune,v India,Mahmudullah (BAN),19-10-2023,BANGLADESH,,,0,6,6,6,2,0,,,1,6,1,,0,0
bowl,Dharamsala,v Afghanistan,Mahmudullah (BAN),07-10-2023,BANGLADESH,,,0,6,7,7,1,0,,,1,7,1.166666667,,0,0
bowl,Pune,v Bangladesh,HH Pandya (IND),19-10-2023,INDIA,,,0,3,8,16,1,0,,,0.3,8,2.666666667,,0,0
bowl,Ahmedabad,v South Africa,Azmatullah Omarzai (AFG),10-11-2023,AFGHANISTAN,,,0,6,8,8,2,0,,,1,8,1.333333333,,0,0
bowl,Hyderabad,v New Zealand,Vikramjit Singh (NED),09-10-2023,NETHERLAND,,,0,6,9,9,1,0,,,1,9,1.5,,0,0
bowl,Hyderabad,v Pakistan,KIC Asalanka (SL),10-10-2023,SRI LANKA,,,0,6,10,10,2,0,,,1,10,1.666666667,,0,0
bowl,Bengaluru,v England,DM de Silva (SL),26-10-2023,SRI LANKA,,,0,6,10,10,1,0,,,1,10,1.666666667,,0,0
bowl,Chennai,v India,C Green (AUS),08-10-2023,AUSTRALIA,,,0,12,11,5.5,2,0,,,2,11,0.916666667,,0,0
bowl,Hyderabad,v Netherlands,GD Phillips (NZ),09-10-2023,NEW ZEALAND,,,0,12,11,5.5,2,0,,,2,11,0.916666667,,0,0
bowl,Lucknow,v South Africa,MP Stoinis (AUS),12-10-2023,AUSTRALIA,,,0,12,11,5.5,1,0,,,2,11,0.916666667,,0,0
bowl,Chennai,v Bangladesh,DJ Mitchell (NZ),13-10-2023,NEW ZEALAND,,,0,6,11,11,1,0,,,1,11,1.833333333,,0,0
bowl,Lucknow,v Sri Lanka,MP Stoinis (AUS),16-10-2023,AUSTRALIA,,,0,12,11,5.5,1,0,,,2,11,0.916666667,,0,0
bowl,Wankhede,v India,AD Mathews (SL),02-11-2023,SRI LANKA,,,0,18,11,3.66,1,0,,,3,11,0.611111111,,0,0
bowl,Lucknow,v Netherlands,Azmatullah Omarzai (AFG),03-11-2023,AFGHANISTAN,,,0,18,11,3.66,1,0,,,3,11,0.611111111,,0,0
bowl,Ahmedabad,v Pakistan,SN Thakur (IND),14-10-2023,INDIA,,,0,12,12,6,1,0,,,2,12,1,,0,0
bowl,Dharamsala,v India,GD Phillips (NZ),22-10-2023,NEW ZEALAND,,,0,12,12,6,2,0,,,2,12,1,,0,0
bowl,Lucknow,v Afghanistan,CN Ackermann (NED),03-11-2023,NETHERLAND,,,0,18,12,4,2,0,,,3,12,0.666666667,,0,0
bowl,Ahmedabad,v South Africa,Rahmat Shah (AFG),10-11-2023,AFGHANISTAN,,,0,6,12,12,2,0,,,1,12,2,,0,0
bowl,Delhi,v England,Azmatullah Omarzai (AFG),15-10-2023,AFGHANISTAN,,,0,12,13,6.5,2,0,,,2,13,1.083333333,,0,0
bowl,Lucknow,v Australia,DM de Silva (SL),16-10-2023,SRI LANKA,,,0,18,13,4.33,2,0,,,3,13,0.722222222,,0,0
bowl,Chennai,v Afghanistan,GD Phillips (NZ),18-10-2023,NEW ZEALAND,,,0,18,13,4.33,2,0,,,3,13,0.722222222,,0,0
bowl,Lucknow,v Netherlands,DM de Silva (SL),21-10-2023,SRI LANKA,,,0,24,13,3.25,1,0,,,4,13,0.541666667,,0,0
bowl,Eden Gardens,v Bangladesh,Shariz Ahmad (NED),28-10-2023,NETHERLAND,,,0,12,13,6.5,2,0,,,2,13,1.083333333,,0,0
bowl,Eden Gardens,v South Africa,JJ Bumrah (IND),05-11-2023,INDIA,,,0,30,14,2.8,2,0,,,5,14,0.466666667,,0,0
bowl,Hyderabad,v Pakistan,Saqib Zulfiqar (NED),06-10-2023,NETHERLAND,,,0,12,15,7.5,1,0,,,2,15,1.25,,0,0
bowl,Lucknow,v Australia,C Karunaratne (SL),16-10-2023,SRI LANKA,,,0,18,15,5,2,0,,,3,15,0.833333333,,0,0
bowl,Wankhede,v Afghanistan,TM Head (AUS),07-11-2023,AUSTRALIA,,,0,18,15,5,1,0,,,3,15,0.833333333,,0,0
bowl,Hyderabad,v Pakistan,Vikramjit Singh (NED),06-10-2023,NETHERLAND,,,0,12,16,8,1,0,,,2,16,1.333333333,,0,0
bowl,Bengaluru,v Sri Lanka,LS Livingstone (ENG),26-10-2023,ENGLAND,,,0,18,17,5.66,2,0,,,3,17,0.944444444,,0,0
bowl,Eden Gardens,v Netherlands,Mehidy Hasan Miraz (BAN),28-10-2023,BANGLADESH,,,0,24,17,4.25,1,0,,,4,17,0.708333333,,0,0
bowl,Pune,v South Africa,R Ravindra (NZ),01-11-2023,NEW ZEALAND,,,0,12,17,8.5,1,0,,,2,17,1.416666667,,0,0
bowl,Eden Gardens,v India,AK Markram (SA),05-11-2023,SOUTH AFRICA,,,0,12,17,8.5,1,0,,,2,17,1.416666667,,0,0
bowl,Dharamsala,v Bangladesh,Mohammad Nabi (AFG),07-10-2023,AFGHANISTAN,,,0,36,18,3,2,1,,,6,18,0.5,,0,0
bowl,Dharamsala,v New Zealand,MR Marsh (AUS),28-10-2023,AUSTRALIA,,,0,12,18,9,2,0,,,2,18,1.5,,0,0
bowl,Pune,v Afghanistan,AD Mathews (SL),30-10-2023,SRI LANKA,,,0,18,18,6,2,0,,,3,18,1,,0,0
bowl,Dharamsala,v South Africa,A Dutt (NED),17-10-2023,NETHERLAND,,,0,30,19,3.8,2,1,,,5,19,0.633333333,,0,0
bowl,Delhi,v Australia,CN Ackermann (NED),25-10-2023,NETHERLAND,,,0,24,19,4.75,1,0,,,4,19,0.791666667,,0,0
bowl,Wankhede,v South Africa,Mahmudullah (BAN),24-10-2023,BANGLADESH,,,0,18,20,6.66,1,0,,,3,20,1.111111111,,0,0
bowl,Chennai,v Pakistan,AK Markram (SA),27-10-2023,SOUTH AFRICA,,,0,24,20,5,1,0,,,4,20,0.833333333,,0,0
bowl,Delhi,v Bangladesh,DM de Silva (SL),06-11-2023,SRI LANKA,,,0,18,20,6.66,2,0,,,3,20,1.111111111,,0,0
bowl,Wankhede,v Australia,Mohammad Nabi (AFG),07-11-2023,AFGHANISTAN,,,0,12,20,10,2,0,,,2,20,1.666666667,,0,0
bowl,Bengaluru,v Sri Lanka,MM Ali (ENG),26-10-2023,ENGLAND,,,0,18,21,7,2,0,,,3,21,1.166666667,,0,0
bowl,Pune,v Afghanistan,DM de Silva (SL),30-10-2023,SRI LANKA,,,0,24,21,5.25,2,0,,,4,21,0.875,,0,0
bowl,Bengaluru,v New Zealand,Agha Salman (PAK),04-11-2023,PAKISTAN,,,0,12,21,10.5,1,0,,,2,21,1.75,,0,0
bowl,Hyderabad,v Sri Lanka,Iftikhar Ahmed (PAK),10-10-2023,PAKISTAN,,,0,24,22,5.5,1,0,,,4,22,0.916666667,,0,0
bowl,Pune,v England,RE van der Merwe (NED),08-11-2023,NETHERLAND,,,0,18,22,7.33,1,0,,,3,22,1.222222222,,0,0
bowl,Bengaluru,v New Zealand,DM de Silva (SL),09-11-2023,SRI LANKA,,,0,12,22,11,2,0,,,2,22,1.833333333,,0,0
bowl,Bengaluru,v Sri Lanka,MA Wood (ENG),26-10-2023,ENGLAND,,,0,24,23,5.75,2,0,,,4,23,0.958333333,,0,0
bowl,Chennai,v South Africa,Iftikhar Ahmed (PAK),27-10-2023,PAKISTAN,,,0,18,23,7.66,2,0,,,3,23,1.277777778,,0,0
bowl,Ahmedabad,v New Zealand,LS Livingstone (ENG),05-10-2023,ENGLAND,,,0,18,24,8,2,0,,,3,24,1.333333333,,0,0
bowl,Eden Gardens,v Pakistan,Shoriful Islam (BAN),31-10-2023,BANGLADESH,,,0,24,25,6.25,2,1,,,4,25,1.041666667,,0,0
bowl,Ahmedabad,v Afghanistan,AK Markram (SA),10-11-2023,SOUTH AFRICA,,,0,27,25,5.55,1,0,,,4.3,25,0.925925926,,0,0
bowl,Chennai,v Afghanistan,Iftikhar Ahmed (PAK),23-10-2023,PAKISTAN,,,0,30,27,5.4,2,0,,,5,27,0.9,,0,0
bowl,Wankhede,v South Africa,Nasum Ahmed (BAN),24-10-2023,BANGLADESH,,,0,30,27,5.4,1,0,,,5,27,0.9,,0,0
bowl,Delhi,v Australia,Vikramjit Singh (NED),25-10-2023,NETHERLAND,,,0,24,27,6.75,1,0,,,4,27,1.125,,0,0
bowl,Hyderabad,v New Zealand,CN Ackermann (NED),09-10-2023,NETHERLAND,,,0,24,28,7,1,0,,,4,28,1.166666667,,0,0
bowl,Hyderabad,v Pakistan,MD Shanaka (SL),10-10-2023,SRI LANKA,,,0,30,28,5.6,2,0,,,5,28,0.933333333,,0,0
bowl,Pune,v New Zealand,L Ngidi (SA),01-11-2023,SOUTH AFRICA,,,0,36,28,4.66,2,1,,,6,28,0.777777778,,0,0
bowl,Ahmedabad,v Australia,MM Ali (ENG),04-11-2023,ENGLAND,,,0,24,28,7,1,0,,,4,28,1.166666667,,0,0
bowl,Ahmedabad,v England,TM Head (AUS),04-11-2023,AUSTRALIA,,,0,30,28,5.6,2,0,,,5,28,0.933333333,,0,0
bowl,Pune,v India,Mustafizur Rahman (BAN),19-10-2023,BANGLADESH,,,0,30,29,5.8,2,0,,,5,29,0.966666667,,0,0
bowl,Lucknow,v Sri Lanka,BFW de Leede (NED),21-10-2023,NETHERLAND,,,0,18,29,9.66,2,0,,,3,29,1.611111111,,0,0
bowl,Lucknow,v India,LS Livingstone (ENG),29-10-2023,ENGLAND,,,0,24,29,7.25,1,1,,,4,29,1.208333333,,0,0
bowl,Dharamsala,v Bangladesh,Mujeeb Ur Rahman (AFG),07-10-2023,AFGHANISTAN,,,0,42,30,4.28,2,0,,,7,30,0.714285714,,0,0
bowl,Bengaluru,v Sri Lanka,CR Woakes (ENG),26-10-2023,ENGLAND,,,0,36,30,5,2,0,,,6,30,0.833333333,,0,0
bowl,Eden Gardens,v Pakistan,Shakib Al Hasan (BAN),31-10-2023,BANGLADESH,,,0,33,30,5.45,2,0,,,5.3,30,0.909090909,,0,0
bowl,Delhi,v India,Naveen-ul-Haq (AFG),11-10-2023,AFGHANISTAN,,,0,30,31,6.2,2,0,,,5,31,1.033333333,,0,0
bowl,Ahmedabad,v India,Shadab Khan (PAK),14-10-2023,PAKISTAN,,,0,24,31,7.75,2,0,,,4,31,1.291666667,,0,0
bowl,Pune,v South Africa,MJ Henry (NZ),01-11-2023,NEW ZEALAND,,,0,33,31,5.63,1,0,,,5.3,31,0.939393939,,0,0
bowl,Lucknow,v Netherlands,Rashid Khan (AFG),03-11-2023,AFGHANISTAN,,,0,60,31,3.1,1,0,,,10,31,0.516666667,,0,0
bowl,Pune,v England,CN Ackermann (NED),08-11-2023,NETHERLAND,,,0,42,31,4.42,1,0,,,7,31,0.738095238,,0,0
bowl,Hyderabad,v Netherlands,LH Ferguson (NZ),09-10-2023,NEW ZEALAND,,,0,48,32,4,2,0,,,8,32,0.666666667,,0,0
bowl,Delhi,v India,Mohammad Nabi (AFG),11-10-2023,AFGHANISTAN,,,0,24,32,8,2,0,,,4,32,1.333333333,,0,0
bowl,Chennai,v India,PJ Cummins (AUS),08-10-2023,AUSTRALIA,,,0,38,33,5.21,2,0,,,6.2,33,0.868421053,,0,0
bowl,Chennai,v India,GJ Maxwell (AUS),08-10-2023,AUSTRALIA,,,0,48,33,4.12,2,0,,,8,33,0.6875,,0,0
bowl,Lucknow,v England,Mohammed Siraj (IND),29-10-2023,INDIA,,,0,36,33,5.5,2,0,,,6,33,0.916666667,,0,0
bowl,Pune,v Sri Lanka,Mohammad Nabi (AFG),30-10-2023,AFGHANISTAN,,,0,36,33,5.5,1,0,,,6,33,0.916666667,,0,0
bowl,Hyderabad,v Netherlands,TA Boult (NZ),09-10-2023,NEW ZEALAND,,,0,48,34,4.25,2,0,,,8,34,0.708333333,,0,0
bowl,Delhi,v India,Azmatullah Omarzai (AFG),11-10-2023,AFGHANISTAN,,,0,24,34,8.5,2,0,,,4,34,1.416666667,,0,0
bowl,Lucknow,v Afghanistan,PA van Meekeren (NED),03-11-2023,NETHERLAND,,,0,30,35,7,2,0,,,5,35,1.166666667,,0,0
bowl,Bengaluru,v Pakistan,MJ Santner (NZ),04-11-2023,NEW ZEALAND,,,0,30,35,7,2,0,,,5,35,1.166666667,,0,0
bowl,Hyderabad,v Pakistan,RE van der Merwe (NED),06-10-2023,NETHERLAND,,,0,36,36,6,1,0,,,6,36,1,,0,0
bowl,Delhi,v South Africa,MD Shanaka (SL),07-10-2023,SRI LANKA,,,0,36,36,6,1,0,,,6,36,1,,0,0
bowl,Hyderabad,v Pakistan,DM de Silva (SL),10-10-2023,SRI LANKA,,,0,24,36,9,2,0,,,4,36,1.5,,0,0
bowl,Lucknow,v Sri Lanka,JR Hazlewood (AUS),16-10-2023,AUSTRALIA,,,0,42,36,5.14,1,1,,,7,36,0.857142857,,0,0
bowl,Eden Gardens,v Pakistan,Taskin Ahmed (BAN),31-10-2023,BANGLADESH,,,0,36,36,6,2,1,,,6,36,1,,0,0
bowl,Lucknow,v Netherlands,Fazalhaq Farooqi (AFG),03-11-2023,AFGHANISTAN,,,0,30,36,7.2,1,0,,,5,36,1.2,,0,0
bowl,Chennai,v Bangladesh,R Ravindra (NZ),13-10-2023,NEW ZEALAND,,,0,42,37,5.28,1,0,,,7,37,0.880952381,,0,0
bowl,Bengaluru,v Australia,Iftikhar Ahmed (PAK),20-10-2023,PAKISTAN,,,0,48,37,4.62,1,0,,,8,37,0.770833333,,0,0
bowl,Bengaluru,v England,D Madushanka (SL),26-10-2023,SRI LANKA,,,0,30,37,7.4,1,0,,,5,37,1.233333333,,0,0
bowl,Lucknow,v India,MM Ali (ENG),29-10-2023,ENGLAND,,,0,48,37,4.62,1,0,,,8,37,0.770833333,,0,0
bowl,Delhi,v Afghanistan,RA Jadeja (IND),11-10-2023,INDIA,,,0,48,38,4.75,1,0,,,8,38,0.791666667,,0,0
bowl,Dharamsala,v Australia,LH Ferguson (NZ),28-10-2023,NEW ZEALAND,,,0,18,38,12.66,1,0,,,3,38,2.111111111,,0,0
bowl,Delhi,v South Africa,DM de Silva (SL),07-10-2023,SRI LANKA,,,0,24,39,9.75,1,0,,,4,39,1.625,,0,0
bowl,Chennai,v New Zealand,Fazalhaq Farooqi (AFG),18-10-2023,AFGHANISTAN,,,0,42,39,5.57,1,1,,,7,39,0.928571429,,0,0
bowl,Bengaluru,v Sri Lanka,AU Rashid (ENG),26-10-2023,ENGLAND,,,0,28,39,8.35,2,0,,,4.4,39,1.392857143,,0,0
bowl,Delhi,v Sri Lanka,Taskin Ahmed (BAN),06-11-2023,BANGLADESH,,,0,60,39,3.9,1,1,,,10,39,0.65,,0,0
bowl,Bengaluru,v Pakistan,GJ Maxwell (AUS),20-10-2023,AUSTRALIA,,,0,30,40,8,2,0,,,5,40,1.333333333,,0,0
bowl,Chennai,v South Africa,Mohammad Nawaz (3) (PAK),27-10-2023,PAKISTAN,,,0,38,40,6.31,2,0,,,6.2,40,1.052631579,,0,0
bowl,Ahmedabad,v Afghanistan,K Rabada (SA),10-11-2023,SOUTH AFRICA,,,0,60,40,4,1,0,,,10,40,0.666666667,,0,0
bowl,Hyderabad,v New Zealand,R Klein (NED),09-10-2023,NETHERLAND,,,0,42,41,5.85,1,1,,,7,41,0.976190476,,0,0
bowl,Delhi,v Afghanistan,CR Woakes (ENG),15-10-2023,ENGLAND,,,0,24,41,10.25,1,0,,,4,41,1.708333333,,0,0
bowl,Chennai,v New Zealand,Mohammad Nabi (AFG),18-10-2023,AFGHANISTAN,,,0,48,41,5.12,1,1,,,8,41,0.854166667,,0,0
bowl,Chennai,v Pakistan,Rashid Khan (AFG),23-10-2023,AFGHANISTAN,,,0,60,41,4.1,1,0,,,10,41,0.683333333,,0,0
bowl,Delhi,v Australia,RE van der Merwe (NED),25-10-2023,NETHERLAND,,,0,30,41,8.2,1,0,,,5,41,1.366666667,,0,0
bowl,Pune,v Netherlands,AAP Atkinson (ENG),08-11-2023,ENGLAND,,,0,42,41,5.85,2,0,,,7,41,0.976190476,,0,0
bowl,Lucknow,v Netherlands,MADI Hemantha (SL),21-10-2023,SRI LANKA,,,0,48,42,5.25,1,0,,,8,42,0.875,,0,0
bowl,Lucknow,v Sri Lanka,RE van der Merwe (NED),21-10-2023,NETHERLAND,,,0,54,42,4.66,2,0,,,9,42,0.777777778,,0,0
bowl,Bengaluru,v Pakistan,GD Phillips (NZ),04-11-2023,NEW ZEALAND,,,0,30,42,8.4,2,1,,,5,42,1.4,,0,0
bowl,Chennai,v New Zealand,Shoriful Islam (BAN),13-10-2023,BANGLADESH,,,0,47,43,5.48,2,1,,,7.5,43,0.914893617,,0,0
bowl,Ahmedabad,v India,Haris Rauf (PAK),14-10-2023,PAKISTAN,,,0,36,43,7.16,2,0,,,6,43,1.194444444,,0,0
bowl,Bengaluru,v Australia,Mohammad Nawaz (3) (PAK),20-10-2023,PAKISTAN,,,0,42,43,6.14,1,0,,,7,43,1.023809524,,0,0
bowl,Bengaluru,v Pakistan,IS Sodhi (NZ),04-11-2023,NEW ZEALAND,,,0,24,44,11,2,0,,,4,44,1.833333333,,0,0
bowl,Ahmedabad,v New Zealand,CR Woakes (ENG),05-10-2023,ENGLAND,,,0,36,45,7.5,2,0,,,6,45,1.25,,0,0
bowl,Delhi,v Afghanistan,SM Curran (ENG),15-10-2023,ENGLAND,,,0,24,46,11.5,1,0,,,4,46,1.916666667,,0,0
bowl,Dharamsala,v India,R Ravindra (NZ),22-10-2023,NEW ZEALAND,,,0,54,46,5.11,2,0,,,9,46,0.851851852,,0,0
bowl,Ahmedabad,v New Zealand,AU Rashid (ENG),05-10-2023,ENGLAND,,,0,42,47,6.71,2,0,,,7,47,1.119047619,,0,0
bowl,Ahmedabad,v India,Mohammad Nawaz (3) (PAK),14-10-2023,PAKISTAN,,,0,51,47,5.52,2,0,,,8.3,47,0.921568627,,0,0
bowl,Lucknow,v Australia,CBRLS Kumara (SL),16-10-2023,SRI LANKA,,,0,24,47,11.75,2,0,,,4,47,1.958333333,,0,0
bowl,Pune,v Sri Lanka,Naveen-ul-Haq (AFG),30-10-2023,AFGHANISTAN,,,0,39,47,7.23,1,0,,,6.3,47,1.205128205,,0,0
bowl,Eden Gardens,v Pakistan,Mustafizur Rahman (BAN),31-10-2023,BANGLADESH,,,0,42,47,6.71,2,0,,,7,47,1.119047619,,0,0
bowl,Delhi,v Bangladesh,CAK Rajitha (SL),06-11-2023,SRI LANKA,,,0,24,47,11.75,2,0,,,4,47,1.958333333,,0,0
bowl,Wankhede,v Afghanistan,PJ Cummins (AUS),07-11-2023,AUSTRALIA,,,0,48,47,5.87,1,0,,,8,47,0.979166667,,0,0
bowl,Dharamsala,v Bangladesh,Rashid Khan (AFG),07-10-2023,AFGHANISTAN,,,0,54,48,5.33,2,0,,,9,48,0.888888889,,0,0
bowl,Wankhede,v South Africa,JE Root (ENG),21-10-2023,ENGLAND,,,0,37,48,7.78,1,0,,,6.1,48,1.297297297,,0,0
bowl,Dharamsala,v New Zealand,RA Jadeja (IND),22-10-2023,INDIA,,,0,60,48,4.8,1,0,,,10,48,0.8,,0,0
bowl,Lucknow,v Australia,M Theekshana (SL),16-10-2023,SRI LANKA,,,0,42,49,7,2,0,,,7,49,1.166666667,,0,0
bowl,Chennai,v Afghanistan,Shadab Khan (PAK),23-10-2023,PAKISTAN,,,0,48,49,6.12,2,0,,,8,49,1.020833333,,0,0
bowl,Lucknow,v Afghanistan,A Dutt (NED),03-11-2023,NETHERLAND,,,0,51,49,5.76,2,0,,,8.3,49,0.960784314,,0,0
bowl,Ahmedabad,v South Africa,Noor Ahmad (AFG),10-11-2023,AFGHANISTAN,,,0,54,49,5.44,2,0,,,9,49,0.907407407,,0,0
bowl,Delhi,v India,Fazalhaq Farooqi (AFG),11-10-2023,AFGHANISTAN,,,0,36,50,8.33,2,0,,,6,50,1.388888889,,0,0
bowl,Bengaluru,v Pakistan,TA Boult (NZ),04-11-2023,NEW ZEALAND,,,0,36,50,8.33,2,0,,,6,50,1.388888889,,0,0
bowl,Pune,v Afghanistan,PVD Chameera (SL),30-10-2023,SRI LANKA,,,0,56,51,5.46,2,0,,,9.2,51,0.910714286,,0,0
bowl,Pune,v South Africa,GD Phillips (NZ),01-11-2023,NEW ZEALAND,,,0,42,52,7.42,1,0,,,7,52,1.238095238,,0,0
bowl,Wankhede,v India,MADI Hemantha (SL),02-11-2023,SRI LANKA,,,0,48,52,6.5,1,0,,,8,52,1.083333333,,0,0
bowl,Ahmedabad,v South Africa,Naveen-ul-Haq (AFG),10-11-2023,AFGHANISTAN,,,0,39,52,8,2,0,,,6.3,52,1.333333333,,0,0
